Cluster_Topic,PY,Topic_Year,PT,PG,Have_Funding_Agency,Author_count,Funding_agency_count,Squeezed_Publisher,Contain_Top_All_authors,Contain_Top_All_funding_agencies,Count_of_top_funding_agency,Contain_Top_PU
0,2017,0_2017,J,8,1,3,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
4,2017,4_2017,J,10,1,5,1,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
3,2017,3_2017,J,11,1,5,4,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
3,2017,3_2017,J,9,1,7,4,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
3,2017,3_2017,J,17,1,3,1,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
8,2017,8_2017,J,8,1,6,4,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
6,2017,6_2017,J,21,1,7,2,Other Publishers,0.0,0.0,0,0.0
12,2017,12_2017,J,11,1,6,4,Other Publishers,0.0,1.0,1,0.0
5,2017,5_2017,J,13,1,4,1,Other Publishers,0.0,0.0,0,0.0
8,2017,8_2017,J,11,1,6,3,WILEY,0.0,0.0,0,1.0
12,2017,12_2017,J,11,1,9,3,Other Publishers,0.0,0.0,0,0.0
8,2017,8_2017,J,9,1,3,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
3,2017,3_2017,J,13,1,7,1,Other Publishers,0.0,0.0,0,0.0
14,2017,14_2017,J,7,1,5,7,AMER CHEMICAL SOC,0.0,0.0,0,1.0
0,2017,0_2017,J,6,1,8,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
10,2017,10_2017,J,10,1,12,4,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,12,1,5,5,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
3,2017,3_2017,J,15,1,8,5,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
14,2017,14_2017,J,11,0,7,0,WILEY,0.0,0.0,0,1.0
10,2017,10_2017,J,11,1,3,4,WILEY,0.0,0.0,0,1.0
0,2017,0_2017,J,16,1,3,1,Other Publishers,0.0,0.0,0,0.0
13,2017,13_2017,J,13,1,3,2,Other Publishers,0.0,0.0,0,0.0
7,2017,7_2017,J,7,1,4,1,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
13,2017,13_2017,J,14,1,4,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
7,2017,7_2017,J,11,0,7,0,SPRINGER,0.0,0.0,0,1.0
0,2017,0_2017,J,5,1,4,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
7,2017,7_2017,J,10,1,8,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,2017,9_2017,J,17,1,11,2,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,20,1,2,2,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,9,1,5,3,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,8,1,10,3,Other Publishers,0.0,0.0,0,0.0
7,2017,7_2017,J,5,1,5,2,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
11,2017,11_2017,J,10,1,8,4,Other Publishers,0.0,0.0,0,0.0
10,2017,10_2017,J,11,1,6,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,2017,6_2017,J,28,1,5,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2017,9_2017,J,13,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2017,9_2017,J,22,1,7,3,ELSEVIER SCI LTD,0.0,1.0,1,1.0
9,2017,9_2017,J,11,1,8,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2017,9_2017,J,14,1,4,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
12,2017,12_2017,J,11,1,9,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2017,9_2017,J,12,1,10,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,2017,6_2017,J,12,1,13,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
10,2017,10_2017,J,21,1,7,11,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2,2017,2_2017,J,16,1,8,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2,2017,2_2017,J,8,1,5,3,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
2,2017,2_2017,J,5,1,3,4,ELSEVIER SCIENCE SA,0.0,1.0,1,1.0
4,2017,4_2017,J,16,1,6,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
3,2017,3_2017,J,11,1,8,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
4,2017,4_2017,J,9,1,7,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2,2017,2_2017,J,10,0,7,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
8,2017,8_2017,J,13,1,5,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,2017,6_2017,J,10,1,6,4,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,9,1,4,1,WILEY,0.0,0.0,0,1.0
0,2017,0_2017,J,5,1,5,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,2017,14_2017,J,3,1,3,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2017,2_2017,J,4,1,3,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
3,2017,3_2017,J,4,1,3,6,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2017,5_2017,J,4,1,5,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2017,9_2017,J,4,1,6,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
0,2017,0_2017,J,9,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
4,2017,4_2017,J,11,1,3,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,2017,14_2017,J,5,1,5,2,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
11,2017,11_2017,J,6,0,1,0,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
0,2017,0_2017,J,9,1,7,7,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
7,2017,7_2017,J,9,1,8,5,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
11,2017,11_2017,J,7,1,5,1,Other Publishers,0.0,0.0,0,0.0
2,2017,2_2017,J,19,1,6,4,Other Publishers,0.0,0.0,0,0.0
2,2017,2_2017,J,6,1,5,1,Other Publishers,0.0,0.0,0,0.0
2,2017,2_2017,J,8,1,4,1,Other Publishers,0.0,0.0,0,0.0
2,2017,2_2017,J,10,1,5,2,Other Publishers,0.0,0.0,0,0.0
7,2017,7_2017,J,10,1,7,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,2017,3_2017,J,8,1,6,3,WILEY,0.0,0.0,0,1.0
13,2017,13_2017,J,9,1,5,4,WILEY,0.0,0.0,0,1.0
12,2017,12_2017,J,9,0,3,0,WILEY,0.0,0.0,0,1.0
1,2017,1_2017,J,7,1,5,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,2017,5_2017,J,9,1,8,1,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,14,1,7,1,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,8,1,7,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1,2017,1_2017,J,6,1,5,3,Other Publishers,0.0,0.0,0,0.0
14,2017,14_2017,J,10,0,10,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,2017,3_2017,J,12,1,4,4,WILEY,0.0,0.0,0,1.0
11,2017,11_2017,J,9,1,6,3,WILEY,0.0,0.0,0,1.0
14,2017,14_2017,J,12,0,5,0,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,7,1,9,1,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
3,2017,3_2017,J,9,1,9,5,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
1,2017,1_2017,J,8,1,6,5,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
3,2017,3_2017,J,10,1,4,5,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
13,2017,13_2017,J,15,1,3,1,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
6,2017,6_2017,J,17,1,6,3,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,9,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
14,2017,14_2017,J,11,1,6,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
3,2017,3_2017,J,7,1,3,1,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
8,2017,8_2017,J,15,0,5,0,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
5,2017,5_2017,J,9,1,2,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,2017,5_2017,J,11,1,12,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,2017,9_2017,J,9,1,4,4,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
5,2017,5_2017,J,11,1,6,1,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,12,1,6,2,Other Publishers,0.0,0.0,0,0.0
8,2017,8_2017,J,9,1,10,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
4,2017,4_2017,J,11,1,3,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
0,2017,0_2017,J,9,1,9,4,AMER CHEMICAL SOC,0.0,0.0,0,1.0
10,2017,10_2017,J,20,1,4,1,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,10,1,2,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
13,2017,13_2017,J,6,1,4,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
8,2017,8_2017,J,8,0,9,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
10,2017,10_2017,J,13,1,4,5,AMER CHEMICAL SOC,0.0,0.0,0,1.0
4,2017,4_2017,J,10,1,11,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
14,2017,14_2017,J,11,0,4,0,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,8,1,3,3,Other Publishers,0.0,0.0,0,0.0
7,2017,7_2017,J,9,0,6,0,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,17,1,9,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
0,2017,0_2017,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
1,2017,1_2017,J,8,1,7,1,WILEY,0.0,0.0,0,1.0
6,2017,6_2017,J,8,1,8,1,WILEY,0.0,0.0,0,1.0
4,2017,4_2017,J,13,1,3,1,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,2,0,2,0,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,7,1,4,1,Other Publishers,0.0,0.0,0,0.0
12,2017,12_2017,J,5,1,6,1,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
10,2017,10_2017,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,9,0,9,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
10,2017,10_2017,J,3,0,6,0,Other Publishers,0.0,0.0,0,0.0
10,2017,10_2017,J,5,1,5,1,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,8,0,7,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,2017,14_2017,J,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
4,2017,4_2017,J,9,0,4,0,SPRINGER,0.0,0.0,0,1.0
6,2017,6_2017,J,6,1,4,1,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,10,1,4,4,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,8,1,4,1,Other Publishers,0.0,0.0,0,0.0
2,2017,2_2017,J,4,1,3,1,Other Publishers,0.0,0.0,0,0.0
0,2017,0_2017,J,5,1,3,1,Other Publishers,0.0,0.0,0,0.0
0,2017,0_2017,J,8,1,5,2,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,15,1,5,5,Other Publishers,0.0,0.0,0,0.0
7,2017,7_2017,J,10,1,3,4,Other Publishers,0.0,0.0,0,0.0
12,2017,12_2017,J,7,1,10,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,2017,6_2017,J,13,1,2,1,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,11,1,5,1,Other Publishers,0.0,0.0,0,0.0
0,2017,0_2017,J,8,1,2,1,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,6,1,4,3,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,13,1,7,4,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
9,2017,9_2017,J,9,1,7,4,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
9,2017,9_2017,J,19,1,3,3,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
1,2017,1_2017,J,11,1,4,1,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
3,2017,3_2017,J,14,1,8,11,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
2,2017,2_2017,J,8,1,3,5,Other Publishers,0.0,0.0,0,0.0
8,2017,8_2017,J,13,0,6,0,Other Publishers,0.0,0.0,0,0.0
0,2017,0_2017,J,12,1,5,3,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,13,1,5,1,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,16,1,8,1,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,14,1,5,3,Other Publishers,0.0,0.0,0,0.0
10,2017,10_2017,J,15,1,4,1,Other Publishers,0.0,0.0,0,0.0
13,2017,13_2017,J,24,1,3,1,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,12,1,12,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,2017,9_2017,J,14,1,4,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,2017,5_2017,J,10,1,6,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,2017,9_2017,J,9,1,7,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,2017,9_2017,J,9,1,13,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,2017,5_2017,J,14,1,10,13,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,2017,5_2017,J,12,1,10,9,AMER CHEMICAL SOC,0.0,0.0,0,1.0
14,2017,14_2017,J,22,1,6,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
7,2017,7_2017,J,10,1,5,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
10,2017,10_2017,J,9,1,8,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
1,2017,1_2017,J,24,1,2,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
0,2017,0_2017,J,8,1,6,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,2017,3_2017,J,13,1,5,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,2017,12_2017,J,13,1,4,1,AMER CHEMICAL SOC,0.0,0.0,0,1.0
13,2017,13_2017,J,8,1,3,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,2017,3_2017,J,18,1,2,1,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
11,2017,11_2017,J,14,0,2,0,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
5,2017,5_2017,J,11,0,4,0,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
5,2017,5_2017,J,15,1,9,4,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
5,2017,5_2017,J,11,1,8,2,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
5,2017,5_2017,J,8,1,10,6,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
2,2017,2_2017,J,8,1,2,1,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
0,2017,0_2017,J,14,1,6,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,2017,14_2017,J,6,1,4,1,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,10,0,6,0,WILEY,0.0,0.0,0,1.0
6,2017,6_2017,J,9,1,6,1,WILEY,0.0,0.0,0,1.0
6,2017,6_2017,J,9,0,6,0,WILEY,0.0,0.0,0,1.0
10,2017,10_2017,J,9,0,3,0,WILEY,0.0,0.0,0,1.0
6,2017,6_2017,J,8,0,6,0,WILEY,0.0,0.0,0,1.0
6,2017,6_2017,J,9,1,6,2,WILEY,0.0,0.0,0,1.0
6,2017,6_2017,J,7,0,6,0,WILEY,0.0,0.0,0,1.0
14,2017,14_2017,J,11,1,7,7,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
7,2017,7_2017,J,10,1,6,5,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
13,2017,13_2017,J,7,1,9,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2017,5_2017,J,10,1,8,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2017,5_2017,J,12,1,2,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,2017,5_2017,J,9,1,8,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2017,9_2017,J,7,1,2,2,Other Publishers,0.0,0.0,0,0.0
14,2017,14_2017,J,7,1,3,1,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
5,2017,5_2017,J,15,1,5,2,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
5,2017,5_2017,J,11,1,11,4,Other Publishers,0.0,0.0,0,0.0
12,2017,12_2017,J,6,1,7,1,SPRINGER,0.0,0.0,0,1.0
9,2017,9_2017,J,9,1,7,1,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,12,1,8,2,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,12,1,6,5,Other Publishers,0.0,0.0,0,0.0
11,2017,11_2017,J,10,1,9,1,Other Publishers,0.0,0.0,0,0.0
12,2017,12_2017,J,7,1,10,2,Other Publishers,0.0,0.0,0,0.0
10,2017,10_2017,J,10,1,6,3,WILEY,0.0,0.0,0,1.0
9,2017,9_2017,J,26,1,2,1,WILEY,0.0,0.0,0,1.0
3,2017,3_2017,J,13,1,6,6,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,6,0,7,0,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,7,1,8,1,Other Publishers,0.0,0.0,0,0.0
2,2017,2_2017,J,5,1,3,2,Other Publishers,0.0,0.0,0,0.0
10,2017,10_2017,J,4,1,5,2,Other Publishers,0.0,0.0,0,0.0
2,2017,2_2017,J,15,1,10,2,WILEY,0.0,0.0,0,1.0
9,2017,9_2017,J,11,1,5,3,WILEY,0.0,0.0,0,1.0
9,2017,9_2017,J,12,1,5,2,WILEY,0.0,0.0,0,1.0
1,2017,1_2017,J,13,0,5,0,Other Publishers,0.0,0.0,0,0.0
1,2017,1_2017,J,4,0,2,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
7,2017,7_2017,J,5,1,3,2,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
1,2017,1_2017,J,22,0,5,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,1.0
7,2017,7_2017,J,29,1,6,2,Other Publishers,0.0,0.0,0,0.0
14,2017,14_2017,J,10,1,8,1,Other Publishers,0.0,0.0,0,0.0
1,2017,1_2017,J,9,1,9,4,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
3,2017,3_2017,J,8,1,6,2,AMER CHEMICAL SOC,0.0,0.0,0,1.0
13,2017,13_2017,J,13,1,10,13,AMER CHEMICAL SOC,0.0,0.0,0,1.0
14,2017,14_2017,J,9,1,6,3,AMER CHEMICAL SOC,0.0,0.0,0,1.0
6,2017,6_2017,J,10,1,12,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
7,2017,7_2017,J,16,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
13,2017,13_2017,J,11,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2017,9_2017,J,2,0,2,0,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,10,1,5,2,Other Publishers,0.0,0.0,0,0.0
13,2017,13_2017,J,10,1,5,2,Other Publishers,0.0,0.0,0,0.0
13,2017,13_2017,J,10,1,5,4,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,12,1,4,3,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,10,1,4,1,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,8,1,4,1,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,12,1,4,2,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,15,1,5,2,Other Publishers,0.0,0.0,0,0.0
11,2017,11_2017,J,15,1,2,4,Other Publishers,0.0,0.0,0,0.0
8,2017,8_2017,J,8,1,6,1,Other Publishers,0.0,0.0,0,0.0
6,2017,6_2017,J,8,1,7,1,Other Publishers,0.0,0.0,0,0.0
9,2017,9_2017,J,12,1,10,4,SPRINGER,0.0,0.0,0,1.0
3,2017,3_2017,J,10,1,2,2,ROYAL SOC CHEMISTRY,0.0,0.0,0,1.0
0,2017,0_2017,J,12,1,5,1,SPRINGER,0.0,0.0,0,1.0
13,2017,13_2017,J,14,0,3,0,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,10,1,7,6,Other Publishers,0.0,1.0,1,0.0
2,2017,2_2017,J,6,1,6,1,Other Publishers,0.0,0.0,0,0.0
14,2017,14_2017,J,6,1,7,4,ELSEVIER SCIENCE SA,0.0,0.0,0,1.0
14,2017,14_2017,J,10,1,4,2,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2017,6_2017,J,20,1,4,9,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2017,9_2017,J,13,1,9,5,ELSEVIER SCI LTD,0.0,0.0,0,1.0
7,2017,7_2017,J,9,1,8,6,ELSEVIER SCI LTD,0.0,0.0,0,1.0
9,2017,9_2017,J,10,1,13,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
11,2017,11_2017,J,13,1,7,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1,2017,1_2017,J,13,1,6,4,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,2017,6_2017,J,16,1,7,6,ELSEVIER SCI LTD,0.0,0.0,0,1.0
13,2017,13_2017,J,8,1,9,2,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,13,1,12,3,Other Publishers,0.0,0.0,0,0.0
14,2017,14_2017,J,11,1,8,1,WILEY,0.0,0.0,0,1.0
8,2017,8_2017,J,9,1,4,1,SPRINGER,0.0,0.0,0,1.0
2,2017,2_2017,J,10,1,8,5,SPRINGER,0.0,0.0,0,1.0
3,2017,3_2017,J,11,0,3,0,SPRINGER,0.0,0.0,0,1.0
5,2017,5_2017,J,16,1,7,5,ELSEVIER SCI LTD,0.0,0.0,0,1.0
10,2017,10_2017,J,1,0,6,0,SPRINGER,0.0,0.0,0,1.0
9,2017,9_2017,J,12,1,2,8,Other Publishers,0.0,0.0,0,0.0
4,2017,4_2017,J,8,1,7,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
10,2017,10_2017,J,8,1,7,4,Other Publishers,0.0,0.0,0,0.0
3,2017,3_2017,J,12,1,6,1,SPRINGER,0.0,0.0,0,1.0
12,2017,12_2017,J,8,1,2,1,Other Publishers,0.0,0.0,0,0.0
1,2017,1_2017,J,11,0,10,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
1,2017,1_2017,J,17,1,8,3,SPRINGER,0.0,0.0,0,1.0
5,2017,5_2017,J,12,1,5,3,SPRINGER,0.0,0.0,0,1.0
5,2017,5_2017,J,7,1,5,4,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
4,2017,4_2017,J,6,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
9,2017,9_2017,J,9,1,7,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
0,2017,0_2017,J,17,1,2,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
10,2017,10_2017,J,13,1,8,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
7,2017,7_2017,J,13,1,5,2,WILEY,0.0,0.0,0,1.0
5,2017,5_2017,J,19,1,9,4,Other Publishers,0.0,0.0,0,0.0
4,2017,4_2017,J,10,0,6,0,SPRINGER,0.0,0.0,0,1.0
6,2017,6_2017,J,9,1,8,5,WILEY,0.0,0.0,0,1.0
9,2017,9_2017,J,11,1,7,1,WILEY,0.0,0.0,0,1.0
4,2017,4_2017,J,9,1,4,1,WILEY,0.0,0.0,0,1.0
5,2017,5_2017,J,8,0,7,0,WILEY,0.0,0.0,0,1.0
9,2017,9_2017,J,11,1,6,1,WILEY,0.0,0.0,0,1.0
13,2017,13_2017,J,12,1,8,1,WILEY,0.0,0.0,0,1.0
12,2017,12_2017,J,17,1,2,3,WILEY,0.0,0.0,0,1.0
9,2017,9_2017,J,7,1,9,2,WILEY,0.0,0.0,0,1.0
13,2017,13_2017,J,6,1,7,2,WILEY,0.0,0.0,0,1.0
14,2017,14_2017,J,7,1,3,1,WILEY,0.0,0.0,0,1.0
5,2017,5_2017,J,25,1,5,2,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
7,2017,7_2017,J,10,1,6,3,WILEY,0.0,0.0,0,1.0
6,2017,6_2017,J,11,1,12,9,WILEY,0.0,0.0,0,1.0
10,2017,10_2017,J,9,1,8,3,Other Publishers,0.0,0.0,0,0.0
0,2017,0_2017,J,9,1,6,2,SPRINGER,0.0,0.0,0,1.0
6,2017,6_2017,J,7,1,6,1,WILEY,0.0,0.0,0,1.0
5,2017,5_2017,J,10,1,5,1,WILEY,0.0,0.0,0,1.0
3,2017,3_2017,J,13,1,5,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,2017,6_2017,J,10,1,14,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,2017,2_2017,J,12,1,3,3,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
4,2017,4_2017,J,10,1,6,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
3,2017,3_2017,J,9,1,6,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
14,2017,14_2017,J,7,1,10,2,ELSEVIER SCI LTD,0.0,0.0,0,1.0
2,2017,2_2017,J,12,1,5,3,ELSEVIER SCI LTD,0.0,0.0,0,1.0
10,2017,10_2017,J,18,1,3,5,ELSEVIER SCI LTD,0.0,0.0,0,1.0
13,2017,13_2017,J,10,0,7,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
3,2017,3_2017,J,15,1,5,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
8,2017,8_2017,J,16,1,2,1,SPRINGER,0.0,0.0,0,1.0
0,2017,0_2017,J,10,1,6,1,WILEY,0.0,0.0,0,1.0
1,2017,1_2017,J,10,0,5,0,Other Publishers,0.0,0.0,0,0.0
5,2017,5_2017,J,9,0,1,0,WILEY,0.0,0.0,0,1.0
5,2017,5_2017,J,10,0,9,0,WILEY,0.0,0.0,0,1.0
13,2017,13_2017,J,11,1,7,1,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,0.0
